2 	-0.027464774	
4 	-0.027367553	
6 	-0.027347474	
8 	-0.027387455	
10 	-0.027406853	
12 	-0.027439728	
14 	-0.027458292	
16 	-0.027478584	
18 	-0.027489002	
20 	-0.027499874	
22 	-0.027515797	
24 	-0.027519126	
26 	-0.027528243	
28 	-0.027534947	
30 	-0.027535567	
32 	-0.027542751	
34 	-0.027548263	
36 	-0.027551653	
38 	-0.027554421	
40 	-0.027557079	
42 	-0.027560740	
44 	-0.027564201	
46 	-0.027565272	
48 	-0.027572301	
